id,latitude,longitude,nome,tipo,dist_origem_km,dist_concorrente_km,score_janela,score_dist_concorrente,score_potencial
5540543218,-16.6009165,-49.2590148,Restaurante Gurupi,restaurant,168.80488463305846,3.80681059422221,0.3348411702920795,0.005917556456503294,0.2451986355196637
10112237515,-16.6678821,-49.209547,Gema Auto Posto,fuel,168.61511809116536,4.896749105084379,0.33390266118281586,0.007611828475692577,0.2451438116598623
5540546778,-16.6007769,-49.2582805,Jagannatha Restaurante Lacto-Vegetariano,restaurant,168.73057565808958,3.863304875454832,0.3344736679430741,0.006005374878352548,0.24500447963681524
10112212820,-16.6336939,-49.2362984,Auto Posto Asa Norte,fuel,168.7820212202896,2.1500740691807754,0.33472809703407325,0.0033422163711931538,0.2443581895392669
10112250740,-16.6733547,-49.2015906,Sem nome,fuel,168.2840947030023,4.579193787765502,0.33226555243819145,0.007118199630288668,0.24401345775946648
9426660207,-16.5988357,-49.2548351,Restaurante Bom Demais,restaurant,168.3049669712196,4.252357481643956,0.33236877829485467,0.006610143806223063,0.24392297652624473
9426660206,-16.5983568,-49.2550983,Pastelaria do Del,restaurant,168.2999578705652,4.2786029094411795,0.33234400529458563,0.0066509414232494716,0.24392035201119122
9426660205,-16.5982272,-49.2547363,Casa do Alemão Batata,restaurant,168.25968690545514,4.312998582743778,0.3321448412732698,0.006704408317277898,0.24381689366661027
5810063496,-16.5982616,-49.2547081,Massas & cia,restaurant,168.2592113500528,4.311698186256788,0.33214248936722457,0.00670238689555566,0.24381487609646646
10110091109,-16.6138604,-49.2440392,Auto Posto Itatiaia,fuel,168.24677470545552,2.8575528741339706,0.3320809827173864,0.004441967899794064,0.24309984640783505
10112152382,-16.6320825,-49.2306174,Hotel Santos Dumont,hotel,168.1802605878097,1.5506556467585897,0.33175203060242187,0.002410440999669541,0.242293017068819
12919477401,-19.241759,-53.1631159,Tigrão - Mercado Restaurante,restaurant,675.3257521143456,427.46127295785,0.0,0.6644738825556576,0.2418608311741623
10114609791,-16.657755,-49.1984068,Sem nome,fuel,166.9946056353826,4.407121414630034,0.32588825734610594,0.006850719030077279,0.24010683652415174
2830736187,-16.6256313,-49.2255909,BR,fuel,167.33487396134763,0.7252153181677645,0.3275710878404927,0.001127322329850657,0.23939951581071583
10114637712,-16.6592968,-49.1919319,Auto Posto Anapolis,fuel,166.53427091676542,4.928129409454991,0.3236116266902346,0.007660608082173968,0.23898382484625794
10114644319,-16.6590938,-49.1884853,Posto Gedda Amendoeiras,fuel,166.22328939933487,5.135455100992981,0.32207363698978675,0.00798288875629569,0.23815771522822576
3246602111,-16.6207101,-49.2231382,Posto Solidez,fuel,166.8124946471784,0.5228975292175929,0.32498760953105044,0.0008128262684798466,0.23775508000663922
11208751198,-16.6205432,-49.2228918,Megapizza,restaurant,166.7803528620157,0.5134668686373185,0.32482864916921705,0.0007981666301751214,0.2376553058980478
10112177379,-16.6238169,-49.2202965,Posto Fenix,fuel,166.75446612490498,0.12618837643783667,0.32470062376313047,0.0001961555016314008,0.2373978873158327
11466717965,-16.6858384,-49.1639211,Sem nome,fuel,165.89035029189176,5.130026574644782,0.3204270538669227,0.00797445029834093,0.23716723381712093
2833971969,-16.6235072,-49.219656,Auto Posto Guanabara,fuel,166.6786419546209,0.0521717429617717,0.32432562786657226,8.109918441412254e-05,0.2371383728827326
